text,sentiment,topic
"giáo viên nhiệt tình , giảng dạy tận tâm .",positive,lecturer
"giáo viên tận tâm , có chuyên môn và sẵn sàng giải đáp thắc mắc của sinh viên .",positive,lecturer
"thầy vui vẻ , dễ chịu .",positive,lecturer
"thầy dạy dễ hiểu , dễ tiếp thu , dễ .",positive,lecturer
đi sâu vào ứng dụng thực tế .,positive,other
"vui vẻ , hoà đồng , tổ chức nhiều hoạt động về môn học .",positive,lecturer
"giảng viên cần phải nói rõ hơn , giới thiệu , phân tích , cho ví dụ minh họa .",negative,lecturer
môn học nên là tự chọn thay vì bắt buộc .,negative,program
giảng viên gần gũi và tận tình với sinh viên .,positive,lecturer
giảng viên giảng dạy dễ hiểu .,positive,lecturer
quá ít bữa thực hành .,negative,program
giảng hơi nhanh nên có một số kiến thức không nắm bắt kịp .,negative,lecturer
"giảng viên không cho bài tập , thiếu quan tâm tới sinh viên .",negative,lecturer
"lý thuyết tốt , đồ án hay .",positive,program
thầy dạy nhiệt tình dễ hiểu và vui vẻ với sinh viên .,positive,lecturer
giảm số tiết trong buổi học .,negative,program
"truyền đạt không thu hút , chú trọng quá nhiều vào nội dung lý thuyết , không có liên hệ thực tế .",negative,lecturer
"giáo viên dạy khó hiểu , sinh viên không tiếp thu được .",negative,lecturer
"giảng dạy hơi khó hiểu , chán .",negative,lecturer
giảng viên dạy những kiến thức lập trình dễ hiểu và áp dụng nhanh chóng vào bài làm .,positive,lecturer
giảng viên truyền đạt dễ hiểu và nhiệt tình .,positive,lecturer
"thầy dạy kỹ , có tâm .",positive,lecturer
giảng viên cần cho ví dụ nhiều hơn .,negative,lecturer
giảng dạy khó tiếp thu .,negative,lecturer
thực hành không có tính thực tiễn .,negative,program
slide giảng dạy đầy đủ và trực quan .,positive,program
"thầy tân tâm , dạy dễ hiểu .",positive,lecturer
cô dạy rất hay rất dễ hiểu .,positive,lecturer
em nghĩ là  dục tốc bất đạt  .,negative,other
nên là nếu học thế này thì khi đi học thực hành nếu ngay tuần nghĩ thì em sẽ không được thực hành với nội dung bài đó .,negative,program
"cách giảng suông khá nhàm chán , chưa tạo được sự thu hút sinh viên nghe giảng .",negative,lecturer
"nên giảm số bài học trong một học kỳ , vì số tiết học không đủ , khiến phải học nhanh , tiếp thu ít .",negative,program
điều này tốt cho sinh viên làm quen với quy trình làm việc thực tế .,positive,program
"về giờ lên lớp , thường trễ .",negative,lecturer
"giảng rất hay , nhiệt tình .",positive,lecturer
"seminar xong , thầy dặn doubledot  mấy em tuần sau kiểm tra phần dfd , về xem lại bài ha , không hiểu thì đọc lại lý thuyết , làm vẫn không được thì hỏi bạn ha , chúng ta kết thúc ở đây ha  .",negative,lecturer
kính mong quý thầy có thể thay đổi .,negative,lecturer
mô tả bài giảng trên bảng nhìn hơi rối mắt .,negative,lecturer
"cần nêu được ý nghĩa cụ thể của từng phần , tránh trừu tượng hóa .",negative,lecturer
giảm giờ học .,negative,program
một số máy chiếu tại số phòng anh văn hơi mờ .,negative,facility
cô tạo sự chủ động cho tụi em khi thực hành .,positive,lecturer
giảng viên giảng bài ngắn gọn dễ hiểu .,positive,lecturer
giảng viên tích cực hỗ trợ sinh viên và giải đáp thắc mắc .,positive,lecturer
"thầy dạy rất chi tiết , hướng dẫn bài tập đầy đủ .",positive,lecturer
thầy rất hài hước trong khi dạy .,positive,lecturer
cần tăng cường phần nghe nói hơn đọc viết .,negative,program
anh nhiệt tình giảng dạy .,positive,lecturer
nhiều khi thầy băn khoăn rất lâu ở phần mô hình er .,negative,lecturer
dạy tốt .,positive,lecturer
"lớp thường xuyên đổi giáo viên , nhiều buổi học nghỉ không thông báo .",negative,lecturer
"thầy dùng quá nhiều thời gian để ghi bài tập trên bảng , em nghĩ thầy nên danh thời gian hướng dẫn bài tập kỹ hơn .",negative,lecturer
"giảng viên dễ chịu trong việc học bù , đổi giờ học .",positive,lecturer
ủa mà học có một buổi à dot còn tài liệu tự coi .,negative,program
"đảm bảo giờ dạy trên lớp đầy đủ , đúng giờ .",positive,lecturer
"thầy dạy kỹ , nhiệt tình .",positive,lecturer
giảng viên nói tiếng anh hơi khó nghe .,negative,lecturer
"thầy dạy dễ hiểu , quan tâm sinh viên .",positive,lecturer
làm nhiều bài kiểm tra quá .,negative,program
thầy tận tụy với sinh viên .,positive,lecturer
bài giảng nên có trình bày chi tiết hơn .,negative,program
giới thiệu chuyên sâu về kiến thức cơ sở dữ liệu .,positive,lecturer
"giảng viên chuẩn bị bài giảng tốt , công minh trong giảng dạy .",positive,lecturer
"giảng dạy nhiệt tình , giúp đỡ sinh viên trong quá trình làm đồ án .",positive,lecturer
cô giáo rất thân thiện .,positive,lecturer
nhiều lúc em muốn học mà đọc slide của thầy lại khó hiểu lên mạng kiếm thì không thấy .,negative,lecturer
nội dung học cũ .,negative,program
thầy rất tận tình và thân thiện .,positive,lecturer
cô nói hơi nhanh .,negative,program
phòng máy đôi khi quá nhiều máy hoạt động không ổn .,negative,facility
chúng em mong cô cải thiện giọng nói dễ nghe hơn .,negative,lecturer
nội dung khó hiểu .,negative,program
không thấy lên lớp .,negative,lecturer
hài lòng với cách dạy cuả cô .,positive,lecturer
giảng viên sử dụng hiệu quả thời gian đến lớp .,positive,lecturer
"giảng viên ra bài tập nhiều , nhưng ít hướng dẫn giải .",negative,lecturer
thầy giảng phần cuối hơi khó tiếp thu .,negative,lecturer
cần cung cấp tài liệu cho sinh viên ngay từ đầu .,negative,program
cần tăng cường chất lượng wifi để sinh viên có thể tìm kiếm tài liệu trong quá trình thực hành .,negative,facility
có nhiều thời gian chết trong giờ học .,negative,facility
"thầy vui tính , giảng dễ hiểu , áp dụng nhiều ví dụ thực tiễn .",positive,lecturer
"không biết ứng dụng , kể cả trên phương diện lý thuyết .",negative,other
"giáo viên rất nhiệt tình , tận tâm với sinh viên !",positive,lecturer
"giảng viên giảng dạy hay , vui tính .",positive,lecturer
"bài giảng dễ hiểu , tận tụy với sinh viên .",positive,lecturer
nên có giáo trình song ngữ cả tiếng anh và tiếng việt .,negative,program
nên học sinh rất khó tiếp thu .,negative,other
thầy dạy rất hay và đưa nhiều kinh nghiệm cá nhân .,positive,lecturer
"thầy nhẹ nhàng , thoải mái , hiền , hướng dẫn thực hành kỹ .",positive,lecturer
phòng học cần lắp thêm quạt và màn che để theo dõi bài giảng của giáo viên tốt hơn .,negative,facility
cô dạy tốt tính và dễ hiểu !,positive,lecturer
truyền cảm hứng môn học .,positive,lecturer
"bảo đảm giờ lên lớp , số tiết dạy .",positive,lecturer
giảng viên chủ động gợi ý những vấn đề quan trọng cần sinh viên tập trung trong một buổi học .,positive,lecturer
"giáo viên tận tâm , nhiệt tình .",positive,lecturer
thầy cung cấp kiến thức thực tế nhiều .,positive,lecturer
lần đầu trong trường em gặp một thầy như vậy .,positive,lecturer
"hệ thống máy tính quá tệ , thua cả hệ thường trong khi em học chất lượng cao .",negative,facility
cô dạy hay nhưng nói tiếng miền wzjwz175 em nghe không được .,negative,lecturer
phát âm không tốt .,negative,lecturer
"thực sự em cảm thấy 90 phút thi giấy với đề thi đó là quá sức , dường như không một ai có thể hoàn thành dù rất nỗ lực .",negative,program
giảng viên nên luyện tập khả năng nói lưu loát và dễ hiểu hơn cho sinh viên !,negative,lecturer
cô giáo nhiệt tình giảng bài tốt .,positive,lecturer
"thầy hướng dẫn cụ thể , chi tiết , dễ hiểu .",positive,lecturer
cô rất yêu nghề và thương sinh viên .,positive,other
truyền đạt chưa được thu hút .,negative,lecturer
dạy dễ hiểu !,positive,lecturer
"thầy giáo rất nhiệt tình , cảm ơn thầy trong thời gian vừa qua .",positive,lecturer
cô nhiệt tình với sinh viên .,positive,lecturer
giảng viên nói dễ nghe .,positive,lecturer
"thầy nhiệt tình , vui tính , cách dạy thoải mái , khả năng truyền đạt tốt , quan tâm đến sinh viên .",positive,lecturer
chúc cô mẹ tròn con vuông nha !,positive,lecturer
cô wzjwz244 nhiệt tình giảng dạy và chú tâm đến tâm lý của sinh viên .,positive,lecturer
bài giảng trực quan dễ tiếp thu .,positive,program
"học thấy rất phí thời gian , kiến thức thu được chẳng bao nhiêu .",negative,other
"thầy giảng dạy hay và nhiệt huyết , luôn có nhiều bài tập sau mỗi chương .",positive,lecturer
các bài tập thực hành có lượng bài khá nhiều và tương tự nhau .,negative,program
"thầy giáo cung cấp các tài liệu đọc thêm , giải đáp thắc mắc của sinh viên cũng như giảng dạy rất tận tình .",positive,lecturer
có nhiều dạng bài tập .,positive,lecturer
"nên cung cấp cho sinh viên thêm nhiều tài liệu , cũng như bắt kịp xu thế phát triển của công nghệ để không bị lỗi thời lạc hậu .",negative,program
"thầy hay chém gió quá đà , hoc luôn quá giờ trưa khiến sinh viên mệt mỏi .",negative,lecturer
thầy dạy rất vui và rất nhiệt tình .,positive,lecturer
đề kiểm tra không sát với nội dung bài giảng .,negative,lecturer
gần gũi và giảng dễ hiểu .,positive,lecturer
"giảng viên nhiệt tình , vui tính , giảm bớt căng thẳng trong quá trình học .",positive,lecturer
"đã gọi là môn học kỹ năng nghề nghiệp , thì nên cập nhật những kỹ năng rõ ràng , mang tính thực tế .",negative,program
được giáo viên bổ túc thêm nhiều kiến thức hơn so với giáo trình .,positive,lecturer
cô dạy tận tụy với sinh viên nhưng giảng quá nhanh .,negative,lecturer
nội dung giáo viên yêu cầu quá lớn và quá khó trong khi kiến thức cung cấp lại quá ít .,negative,lecturer
"giảng viên giảng dạy lôi cuốn , nhiệt tình .",positive,lecturer
em mong thầy cũng như các giảng viên khác bàn bạc xem xét lại vấn đề về việc điểm danh đối với môi trường đại học .,negative,lecturer
lạm dụng giáo trình tiếng anh gây khó khăn cho quá trình tiếp cận kiến thức .,negative,lecturer
"tuy nhiên , mọi chuyện như lời nói đã không xảy ra !",negative,other
có hướng dẫn định hướng nghề nghiệp bổ ích .,positive,lecturer
"thầy dạy hay , nhiệt tình và dễ hiểu .",positive,lecturer
"giáo viên dễ , nói chuyện vui .",positive,lecturer
"thầy trung rất nhiệt tình trong giảng dạy và luôn bám sát nội dung học tập , thường xuyên có bài tập và vận dụng .",positive,lecturer
